"id_cuidador","id_usuario","nome","sexo","data_nascimento","parentesco_paciente","telefone"
"30352","30352","Robert Burns","M","1980-07-17","Filha","902-884-5174x10004"
"30353","30353","Kathryn Brown","F","2003-11-16","Nora","614-382-7886x4116"
"30354","30354","Dawn Tyler","M","1990-08-19","Cônjuge","+1-804-473-3727x11994"
"30355","30355","Robert Hoffman","F","1967-11-16","Genro","612.664.2483x25176"
"30356","30356","Robert Brown","M","1974-06-29","Genro","(633)913-7203x371"
"30357","30357","Ann Olsen","M","2002-11-20","Primo","001-244-749-8088x82286"
"30358","30358","Lori Wright","F","1984-09-13","Nora","001-608-662-8037x7802"
"30359","30359","Rose Sanders","F","1994-01-08","Filho","866.559.3518x1886"
"30360","30360","Lisa Gibson","F","1996-09-27","Genro","112-517-9656"
"30361","30361","Daniel Robinson","F","1995-02-11","Primo","603-357-2174x54931"
"30362","30362","Amber Velazquez","M","1964-11-20","Cônjuge","001-846-609-3698"
"30363","30363","Tracy Mendoza","F","1958-05-09","Filho","001-866-137-4116x786"
"30364","30364","Christopher Johnson","M","1973-01-25","Primo","507.514.9842x7645"
"30365","30365","Summer Hansen","F","1966-03-30","Genro","547-750-2619x1926"
"30366","30366","Mario Wood","M","1987-11-25","Cônjuge","920-325-0001"
"30367","30367","Louis Landry","F","1993-06-15","Nora","+1-753-136-3208"
"30368","30368","Keith Walker","M","1961-09-29","Genro","581.809.3588x407"
"30369","30369","Matthew Moore","M","1968-05-27","Sobrinho","306-894-0872"
"30370","30370","Nicholas Baker","F","2000-06-06","Nora","8981426832"
"30371","30371","Brandon Poole","F","1960-01-19","Primo","(259)362-6442x75353"
"30372","30372","Kristin Perry","M","1964-05-01","Cônjuge","690-914-4189x13870"
"30373","30373","Michael Hayes","F","1972-07-15","Nora","720.399.1164x655"
"30374","30374","Kyle Evans","F","1968-04-12","Cônjuge","+1-490-475-2631x637"
"30375","30375","Kathy Robinson","M","1980-12-24","Filho","963.703.0551x58756"
"30376","30376","Dr. Louis Jordan DVM","F","1967-10-05","Genro","093-052-6828x39342"
"30377","30377","Lindsey Fisher","F","1983-06-12","Filho","(493)036-7649"
"30378","30378","Victoria Gallegos","F","1991-04-06","Filho","462.028.3276"
"30379","30379","Andrew Simon","F","1980-11-28","Filha","+1-253-374-1362"
"30380","30380","James Baker MD","F","1960-12-01","Sobrinho","8391117174"
"30381","30381","Ryan Watkins","F","1984-11-18","Cônjuge","+1-660-563-4332x5394"
"30382","30382","Tyler Tate","M","1993-02-11","Filha","+1-803-551-0785x8519"
"30383","30383","Jeff Washington","M","1996-09-24","Cônjuge","243.169.2965x034"
"30384","30384","Mrs. Teresa Miller DDS","F","1967-12-19","Primo","021.422.5503"
"30385","30385","Jared Gallagher","F","1986-07-27","Filha","2265204890"
"30386","30386","Christina Nichols","M","1970-03-22","Genro","001-662-031-2190x5220"
"30387","30387","Mallory Gregory","F","1985-09-30","Filho","001-249-281-8569x54167"
"30388","30388","Michael Norton","F","1990-05-12","Filho","062.419.8561"
"30389","30389","Jared James","M","1960-07-10","Sobrinho","866-111-0588x877"
"30390","30390","Stephanie Ferguson","F","1984-08-05","Filha","(414)726-3185"
"30391","30391","Michelle Herrera","F","1970-12-30","Primo","001-838-332-8040"
"30392","30392","Courtney Jones","M","1959-10-28","Primo","+1-899-232-0585x30353"
"30393","30393","Aaron Dunlap","F","1989-03-18","Genro","+1-195-027-2145x26507"
"30394","30394","Amy Adams","F","2005-08-22","Nora","+1-734-791-1365x139"
"30395","30395","Jennifer Smith","F","1961-11-15","Nora","(117)891-9712x708"
"30396","30396","Daniel Wallace","F","1998-07-28","Sobrinho","998-321-5824"
"30397","30397","Antonio Ford","F","1987-09-07","Primo","4895583031"
"30398","30398","Timothy Holloway","M","1961-09-16","Genro","748-662-5216"
"30399","30399","Joanna Carney","F","1979-04-02","Filho","+1-388-319-1062"
"30400","30400","Scott Francis","M","1982-06-18","Sobrinho","(599)472-8877x2430"
"30401","30401","Joshua Odonnell","M","1996-04-24","Filha","+1-547-123-9576x70872"
"30402","30402","Brian Smith","F","1975-12-22","Nora","355.096.7274"
"30403","30403","Brian Ramirez","F","1961-04-19","Sobrinho","+1-518-197-2432x041"
"30404","30404","Larry Cooper","M","1984-05-21","Primo","369-965-4607x1764"
"30405","30405","Christopher Harrington","M","1954-12-23","Nora","418-302-5691"
"30406","30406","Nancy Conner","F","2000-10-06","Filho","561.604.2414"
"30407","30407","Sarah Lopez","M","1994-01-19","Genro","996-833-8804x50999"
"30408","30408","Stephanie Boyd","M","1975-02-15","Filha","001-259-236-0952x309"
"30409","30409","Natalie Collier","M","1985-01-03","Sobrinho","824-522-3642x02250"
"30410","30410","Cameron Smith","M","1990-11-10","Filho","706-814-4355"
"30411","30411","Christopher Gallagher","M","1962-04-01","Sobrinho","0283587401"
"30412","30412","Nicole Grant","M","2001-02-14","Filho","+1-408-186-5763x30782"
"30413","30413","Joseph Wright","F","1992-06-10","Sobrinho","+1-473-542-7265"
"30414","30414","Dustin Sanchez","M","1990-03-27","Filho","(513)072-0815x27988"
"30415","30415","Brenda Gonzalez","F","1988-10-07","Primo","669.535.1850"
"30416","30416","Gina Curtis","F","1957-05-08","Genro","393-152-3304"
"30417","30417","Cynthia Lowe","M","1996-03-17","Primo","001-179-878-7465x4360"
"30418","30418","Paul Shah","F","1956-05-31","Filho","+1-361-512-6080"
"30419","30419","Jennifer Mccoy","F","1959-09-13","Nora","3949866619"
"30420","30420","Jacob Sanders","F","1955-09-29","Primo","8834625439"
"30421","30421","Rachel Hardy","M","1955-03-20","Sobrinho","001-879-367-8606x26677"
"30422","30422","James Meyers","M","1976-01-10","Nora","+1-063-993-8719x387"
"30423","30423","Dr. Amanda Ho","M","1964-11-07","Filha","633-076-7435"
"30424","30424","Mark Anderson","M","1975-04-24","Filha","548.769.6363x4416"
"30425","30425","Edward Johnson","F","1997-02-09","Filha","405.204.7889x831"
"30426","30426","Amber Jones","M","1970-01-12","Genro","788.496.4461x4927"
"30427","30427","Andrea Davis","M","1963-03-09","Primo","(558)982-2164"
"30428","30428","Adam Murphy","F","1999-09-16","Nora","(779)829-6844"
"30429","30429","Alexandra Morgan","M","1998-05-26","Primo","1304375101"
"30430","30430","Douglas Mccann","M","1965-09-22","Genro","(110)618-4758"
"30431","30431","Tyler Duran","M","1979-03-31","Sobrinho","203.952.4574x177"
"30432","30432","Emily Aguilar","F","1960-09-19","Cônjuge","001-835-389-4395x19203"
"30433","30433","Melissa Dougherty","M","1968-11-17","Sobrinho","071.357.6548x009"
"30434","30434","Mark Dennis","F","1997-11-09","Sobrinho","001-047-542-9249"
"30435","30435","Paul Wade","F","1974-02-16","Nora","+1-386-756-6389"
"30436","30436","Emily Young","F","2003-01-24","Filho","556.115.2371x6770"
"30437","30437","Jason Martin","F","1977-07-03","Primo","+1-270-861-6035"
"30438","30438","Rebecca Garza","F","1964-11-11","Filha","231-021-7859x42686"
"30439","30439","Charlotte Ramirez","M","1956-09-17","Sobrinho","9320721605"
"30440","30440","Cynthia Jones","F","1998-03-19","Cônjuge","+1-889-913-8485x97585"
"30441","30441","Anthony Nielsen","F","1968-12-22","Nora","+1-494-741-5453x3554"
"30442","30442","David Rivers","F","1966-07-24","Filha","8692863879"
"30443","30443","Jonathan Diaz","M","1976-08-25","Filho","001-136-390-7515"
"30444","30444","Steven Scott","F","2005-05-27","Sobrinho","625-841-6458x578"
"30445","30445","Alexandra Taylor","F","1966-01-08","Sobrinho","935.717.3587x48808"
"30446","30446","Michael Green","M","1969-03-29","Primo","001-687-679-5308x9250"
"30447","30447","Wendy Sanders","F","2004-11-16","Nora","465.874.7926"
"30448","30448","Mark Williams","F","1954-11-23","Filho","0372621245"
"30449","30449","Maria Edwards","M","1975-07-09","Filho","+1-251-896-3516x07938"
"30450","30450","Natalie Martin","F","1964-06-21","Filha","+1-203-101-2341x815"
"30451","30451","Cody Garcia","M","1983-04-10","Nora","(384)828-3906x24226"
"30452","30452","Aaron Barr","F","1971-01-12","Cônjuge","(594)967-4124x4246"
"30453","30453","Johnny Dennis","F","1959-04-30","Primo","856-691-7366"
"30454","30454","Debra Campbell","F","1956-09-09","Filho","001-714-156-7443x875"
"30455","30455","Teresa Robinson","M","2004-03-08","Genro","(643)153-7086"
"30456","30456","Ryan Burns","M","1996-04-15","Genro","130.426.2636x07731"
"30457","30457","Ryan Austin","M","1976-06-07","Genro","348-307-4070x26122"
"30458","30458","Amy Jones","M","1995-08-29","Primo","001-044-689-5880"
"30459","30459","Emily Phillips","F","1967-02-21","Cônjuge","001-332-342-7205"
"30460","30460","Natasha Waters","M","2002-08-02","Nora","001-457-848-0134"
"30461","30461","Jennifer Roy","M","1991-10-05","Cônjuge","(105)060-3758"
"30462","30462","Jeremiah Mcknight","M","1957-12-06","Sobrinho","149.661.8714x41307"
"30463","30463","Maria Everett","F","1970-12-02","Nora","+1-742-011-8249"
"30464","30464","Tiffany Harris","F","1974-01-17","Primo","204-710-1664x93991"
"30465","30465","Rhonda Lee","F","2005-05-19","Filho","056-203-2080"
"30466","30466","Margaret Herman","F","1958-09-05","Filho","+1-204-061-9183x27648"
"30467","30467","Ronald Floyd","F","1971-11-21","Filha","(282)578-8829x76830"
"30468","30468","Cynthia Sims","M","1965-05-18","Genro","001-356-418-1954x490"
"30469","30469","Dylan Smith","M","1964-02-19","Cônjuge","001-936-436-3083x231"
"30470","30470","Zachary Smith","F","1955-08-12","Genro","(409)852-7191x00885"
"30471","30471","Miss Debbie Murray","F","2002-01-16","Nora","753-176-7270x743"
"30472","30472","Elijah Hernandez","M","1996-04-20","Cônjuge","(200)048-0725"
"30473","30473","Michael Sullivan","F","1968-07-01","Filha","001-914-460-7500x39773"
"30474","30474","Sandra Henry","F","1968-05-18","Nora","1198574852"
"30475","30475","Alexandria Mendez","M","1970-01-14","Nora","001-930-331-1239x5071"
"30476","30476","Scott Oliver","F","1976-08-20","Filha","035.065.0945x2318"
"30477","30477","Tyler Torres","F","1973-02-24","Filha","(310)302-7952x400"
"30478","30478","James Guerrero","F","1978-02-17","Sobrinho","0314147918"
"30479","30479","Michelle Ward","F","1965-04-07","Filha","+1-325-314-3364"
"30480","30480","Robert Holland","M","1977-04-10","Filha","+1-021-614-9732x7800"
"30481","30481","Brandon Henson","F","1968-05-23","Nora","+1-987-459-9527x55940"
"30482","30482","Stephanie Williams","M","1989-12-05","Filho","834-765-6153x1657"
"30483","30483","Hunter Sanchez","F","1971-02-15","Sobrinho","(112)497-4746x4756"
"30484","30484","Richard Gonzalez","F","1985-08-28","Primo","669.535.7667"
"30485","30485","Joann Byrd","F","2004-02-16","Filho","001-808-751-7340x21229"
"30486","30486","Brett Odonnell","M","2002-12-06","Nora","(917)598-2541x98581"
"30487","30487","Jacqueline Johnson","F","1963-05-08","Sobrinho","191.029.1718x443"
"30488","30488","Kelli Lane","F","2002-02-27","Primo","557-506-5322x0030"
"30489","30489","Samuel Martin","F","1981-10-03","Genro","341.600.9510"
"30490","30490","Maria Lee","M","2003-03-18","Nora","209.016.5090"
"30491","30491","Desiree Ayers","F","1956-12-12","Sobrinho","+1-878-487-0816x025"
"30492","30492","Robert Morrison","M","1983-10-19","Primo","001-172-102-2222x5220"
"30493","30493","Eric Shepard","M","1968-10-09","Cônjuge","001-089-497-4686"
"30494","30494","Rachel Bradford","F","1962-11-13","Nora","001-376-907-8367x69530"
"30495","30495","Colleen Combs","M","1976-04-09","Sobrinho","001-545-975-0397x223"
"30496","30496","John Jackson","M","1988-02-13","Cônjuge","+1-482-568-1143x59358"
"30497","30497","Christine Jenkins","F","1991-05-20","Sobrinho","+1-495-542-7702x5648"
"30498","30498","Jacqueline Obrien","M","1988-11-10","Genro","+1-844-638-6701x4556"
"30499","30499","Matthew Whitney","F","1987-12-17","Sobrinho","+1-665-617-8698x800"
"30500","30500","Vicki Hawkins","M","1980-03-28","Filho","084.248.2385x811"
"30501","30501","Isaac Macias","M","1982-08-03","Sobrinho","0343480967"
"30502","30502","Christopher Velazquez","F","1960-10-08","Nora","6393903903"
"30503","30503","Kelli Bright","F","2000-03-29","Sobrinho","1571974611"
"30504","30504","David Hawkins","F","1967-07-02","Genro","(947)918-2177"
"30505","30505","George Forbes","M","1997-01-12","Genro","(182)418-4309"
"30506","30506","Kristina Lane","F","2001-11-02","Cônjuge","570-170-9302"
"30507","30507","James Kelly","F","1969-10-18","Filho","001-195-553-2773x3534"
"30508","30508","Sean Vargas","F","1976-07-30","Sobrinho","(634)306-1946"
"30509","30509","Caitlin Jefferson","F","1981-03-20","Primo","001-822-493-7234x7518"
"30510","30510","Tyler Miller","F","1955-08-18","Genro","8384786085"
"30511","30511","Daniel Rogers","F","1999-02-24","Filho","001-451-356-4387x9988"
"30512","30512","Jeffrey Vaughan","F","1958-05-03","Filha","+1-960-551-2025"
"30513","30513","James Sharp","M","1965-05-13","Primo","(353)913-8590"
"30514","30514","Karen Mueller","F","1977-09-21","Nora","022-500-0073"
"30515","30515","David Harris","M","1959-11-08","Cônjuge","(006)404-2350x05391"
"30516","30516","Amanda Tate","M","2005-07-01","Genro","+1-833-781-2900x46837"
"30517","30517","George Lynn","F","2004-10-26","Genro","(324)669-7827"
"30518","30518","Wayne Barber","M","1964-03-18","Filha","+1-901-516-4484x3634"
"30519","30519","James Lopez","M","1962-11-21","Filho","(847)181-2362x26591"
"30520","30520","Charles Lowe","M","1982-07-09","Cônjuge","987-946-4400"
"30521","30521","Cheryl Stuart","M","1972-02-07","Filho","001-360-868-0333x06300"
"30522","30522","Sabrina Johnson","M","1988-04-29","Genro","(714)974-1647"
"30523","30523","Danny Webb","M","1957-05-31","Filho","001-294-686-7631"
"30524","30524","Elizabeth Young","M","1978-05-15","Nora","001-641-759-0793"
"30525","30525","Susan Mccarthy","M","1961-06-24","Sobrinho","+1-120-011-0686"
"30526","30526","Rachael Mora","M","1956-03-29","Cônjuge","001-856-398-7441x752"
"30527","30527","Antonio Jones","M","1970-12-31","Nora","001-029-406-8884x576"
"30528","30528","Jeffery Perez","F","1972-10-14","Filha","001-120-653-4026"
"30529","30529","Rhonda Lopez","M","1955-08-17","Sobrinho","614-291-3224"
"30530","30530","Desiree Price","M","1961-05-03","Filho","493.100.0653x98748"
"30531","30531","Kathleen Sanchez","F","1981-08-02","Filho","001-851-359-6540x2681"
"30532","30532","Lisa Butler","F","1972-10-28","Sobrinho","900.968.8780x008"
"30533","30533","Martin Monroe","F","1978-02-19","Filho","001-206-036-2286x1151"
"30534","30534","Jody Lawson","M","1969-04-24","Filha","151-586-8605"
"30535","30535","Kelly Anderson","M","1987-07-17","Filha","001-021-035-3025x2043"
"30536","30536","Megan Bridges","M","1985-04-20","Cônjuge","001-964-866-7264x01591"
"30537","30537","Cheryl Alvarez","F","1957-10-03","Filho","198.015.0518"
"30538","30538","Derek Williams","M","1974-09-30","Nora","933-395-2965x2960"
"30539","30539","Jake George","M","1988-02-06","Genro","(128)582-8637x1461"
"30540","30540","Richard Walton","F","2001-12-15","Primo","(038)270-4926x191"
"30541","30541","Dana Walter","F","1983-05-19","Nora","+1-210-926-6234x32180"
"30542","30542","Lori Small","F","2003-12-01","Cônjuge","376-011-4759x63215"
"30543","30543","Sandra Ortiz","M","1977-04-03","Nora","001-759-418-7350x463"
"30544","30544","Paige Molina","M","1962-03-12","Filha","825-135-1196x5981"
"30545","30545","Robert Santiago","M","1995-10-23","Cônjuge","111-151-2830x9597"
"30546","30546","Mr. Thomas Turner","M","1956-10-02","Nora","400-158-7396"
"30547","30547","Robert Rodriguez","F","1961-11-21","Filha","001-749-862-5145x014"
"30548","30548","Caroline Bennett","M","1986-09-15","Genro","+1-249-237-8303x06129"
"30549","30549","Charles Howard III","M","1961-12-15","Genro","001-570-446-2581x24358"
"30550","30550","Edward Rivera","F","1965-06-23","Genro","525-320-6382"
"30551","30551","Helen Smith","F","1954-11-24","Filho","(447)119-3935x2117"
"30552","30552","Brooke Bryan","F","1996-09-23","Primo","390.425.5395"
"30553","30553","Andrew Andrews","M","1998-08-12","Primo","001-019-737-3546x64923"
"30554","30554","Eric Parsons","F","1998-02-22","Nora","(104)295-3846x6377"
"30555","30555","Grant Hart","M","1955-03-12","Filha","1722412640"
"30556","30556","Christopher Jarvis","F","1958-09-04","Primo","(967)299-4319x96861"
"30557","30557","Cindy Hall","F","1963-12-28","Filha","935-981-9055"
"30558","30558","Willie Reed","M","1962-07-17","Cônjuge","359.349.3193x06155"
"30559","30559","Charles Zimmerman","F","1980-10-19","Primo","965-335-8526x51101"
"30560","30560","Jeffrey Myers","F","1964-05-04","Nora","696.670.7525x92631"
"30561","30561","Sarah Rodriguez","F","1956-09-07","Cônjuge","504.032.8156x73429"
"30562","30562","Sandra Cooper","M","1961-06-27","Primo","(030)177-9496"
"30563","30563","Antonio Leblanc","F","1981-09-06","Filho","925.098.5779"
"30564","30564","Nicholas Forbes","M","2003-07-18","Filha","+1-098-187-0758x1531"
"30565","30565","Mary Rodriguez","F","1972-07-25","Filho","+1-597-542-5085x843"
"30566","30566","Brian Hayes","F","1972-12-24","Filho","+1-562-925-4572x0908"
"30567","30567","Jeffrey Harris","F","1962-10-18","Cônjuge","117-283-3024"
"30568","30568","Angela Nguyen","F","1977-01-14","Filho","164.824.9341x86973"
"30569","30569","Patrick Hernandez","F","1998-10-11","Genro","803.221.3792x86727"
"30570","30570","Miranda Fitzgerald","F","1959-06-13","Sobrinho","(110)406-1456"
"30571","30571","Dr. Christopher Perez DDS","M","1957-07-14","Primo","525.528.6083"
"30572","30572","Thomas Mcknight","M","1989-06-15","Nora","001-616-347-1218x3336"
"30573","30573","Emily Gonzales","F","1993-03-27","Nora","3764189752"
"30574","30574","Corey Hale","F","1985-07-03","Filho","(647)564-8916"
"30575","30575","Brandi Chapman","M","1988-05-08","Nora","068-464-5069x705"
"30576","30576","Raymond Escobar","F","1958-05-13","Filho","+1-746-595-2271x0402"
"30577","30577","Julia Hart","F","1991-01-18","Cônjuge","+1-886-997-1166x4525"
"30578","30578","Juan Cole MD","F","1954-11-04","Nora","389-176-4949"
"30579","30579","Roberto Carter","M","1987-09-25","Filha","001-659-146-2917x847"
"30580","30580","Anthony Cohen","F","1996-10-19","Filho","5888210875"
"30581","30581","Angela Hutchinson","F","1959-12-18","Filha","861-378-4663"
"30582","30582","Daniel Williams","M","1986-01-02","Filho","7491483341"
"30583","30583","David Hunter","F","1956-08-16","Cônjuge","001-750-017-1870"
